comely,['kʌmli],a.,吸引人的，美丽的,[comely](http://www.wordcyclopedia.com/english?comely)
comic,['kɔmik],a.,喜剧演员,[comic](http://www.wordcyclopedia.com/english?comic)
comity,['kɔmiti],n.,礼让，礼仪,[comity](http://www.wordcyclopedia.com/english?comity)
comma,['kɔmə],n.,逗号,[comma](http://www.wordcyclopedia.com/english?comma)
commemorate,[kə'meməreit],v.,纪念(伟人、大事件等),[commemorate](http://www.wordcyclopedia.com/english?commemorate)
commence,[kə'mens],v.,开始，倡导,[commence](http://www.wordcyclopedia.com/english?commence)
commencement,[kə'mensmənt],n.,开始；(大学的)毕业典礼,[commencement](http://www.wordcyclopedia.com/english?commencement)
commensurate,[kə'menʃərit],a.,同样大小的；相称的,[commensurate](http://www.wordcyclopedia.com/english?commensurate)
commentary,['kɔməntəri],n.,实况报道；(对书等的)集注,[commentary](http://www.wordcyclopedia.com/english?commentary)
commingle,[kɔ'miŋɡl],v.,搀和，混合,[commingle](http://www.wordcyclopedia.com/english?commingle)
commission,[kə'miʃən],n.,委托；佣金,[commission](http://www.wordcyclopedia.com/english?commission)
commit,[kə'mit],v.,托付；承诺；犯罪,[commit](http://www.wordcyclopedia.com/english?commit)
committed,[kə'mitid],a.,(对事业，本职工作等)尽忠的,[committed](http://www.wordcyclopedia.com/english?committed)
commodious,[kə'məudiəs],a.,宽敞的,[commodious](http://www.wordcyclopedia.com/english?commodious)
commodity,[kə'mɔditi],n.,商品,[commodity](http://www.wordcyclopedia.com/english?commodity)
commonplace,['kɔmənpleis],a.,平常的，平庸的,[commonplace](http://www.wordcyclopedia.com/english?commonplace)
commonsense,[ˌkɔmən'sens],a.,具有常识的,[commonsense](http://www.wordcyclopedia.com/english?commonsense)
commonwealth,['kɔmənwelθ],n.,共和国，联邦,[commonwealth](http://www.wordcyclopedia.com/english?commonwealth)
commotion,[kə'məuʃən],n.,骚动，动乱,[commotion](http://www.wordcyclopedia.com/english?commotion)
communal,['kɔmjunl],a.,全体共用的，共享的,[communal](http://www.wordcyclopedia.com/english?communal)
commune,[kə'mju:n],n.,与某人亲密地交谈,[commune](http://www.wordcyclopedia.com/english?commune)
communicate,[kə'mju:nikeit],v.,传送信息，沟通,[communicate](http://www.wordcyclopedia.com/english?communicate)
commute,[kə'mju:t],v.,交换；坐公交车上下班,[commute](http://www.wordcyclopedia.com/english?commute)
compact,['kɔmpækt],a.,合同，协议,[compact](http://www.wordcyclopedia.com/english?compact)
companion,[kəm'pænjən],n.,同伴，同伙；受雇的陪伴人,[companion](http://www.wordcyclopedia.com/english?companion)
comparison,[kəm'pærisn],n.,比较，对照；比喻,[comparison](http://www.wordcyclopedia.com/english?comparison)
compartment,[kəm'pɑ:tmənt],n.,隔间，车厢,[compartment](http://www.wordcyclopedia.com/english?compartment)
compass,['kʌmpəs],n.,指南针，罗盘；界限，范围,[compass](http://www.wordcyclopedia.com/english?compass)
compassion,[kəm'pæʃən],n.,同情，怜悯,[compassion](http://www.wordcyclopedia.com/english?compassion)
compassionate,[kəm'pæʃənit],a.,有同情心的,[compassionate](http://www.wordcyclopedia.com/english?compassionate)
compatible,[kəm'pætəbl],a.,和谐共处的，相容的,[compatible](http://www.wordcyclopedia.com/english?compatible)
compatriot,[kəm'pætriət],n.,同胞，同国人,[compatriot](http://www.wordcyclopedia.com/english?compatriot)
compel,[kəm'pel],v.,强迫,[compel](http://www.wordcyclopedia.com/english?compel)
compelling,[kəm'peliŋ],a.,引起兴趣的,[compelling](http://www.wordcyclopedia.com/english?compelling)
compendium,[kəm'pendiəm],n.,简要，概略,[compendium](http://www.wordcyclopedia.com/english?compendium)
compensate,['kɔmpənseit],v.,补偿，赔偿,[compensate](http://www.wordcyclopedia.com/english?compensate)
compensatory,[kəm'pensətəri],a.,补偿性的，报酬的,[compensatory](http://www.wordcyclopedia.com/english?compensatory)
compete,[kəm'pi:t],v.,竞争，对抗,[compete](http://www.wordcyclopedia.com/english?compete)
competence,['kɔmpətəns],n.,胜任，能力,[competence](http://www.wordcyclopedia.com/english?competence)
compile,[kəm'pail],v.,汇集；编辑,[compile](http://www.wordcyclopedia.com/english?compile)
complacency,[kəm'pleisənsi],n.,满足，安心,[complacency](http://www.wordcyclopedia.com/english?complacency)
complacent,[kəm'pleisnt],a.,自满的，得意的,[complacent](http://www.wordcyclopedia.com/english?complacent)
complaisance,[kəm'pleizəns],n.,彬彬有礼，殷勤，柔顺,[complaisance](http://www.wordcyclopedia.com/english?complaisance)
complaisant,[kəm'pleizənt],a.,顺从的，讨好的,[complaisant](http://www.wordcyclopedia.com/english?complaisant)
complementary,[kɔmplə'mentəri],a.,互补的,[complementary](http://www.wordcyclopedia.com/english?complementary)
compliance,[kəm'plaiəns],n.,顺从，遵从,[compliance](http://www.wordcyclopedia.com/english?compliance)
compliant,[kəm'plaiənt],a.,服从的，顺从的,[compliant](http://www.wordcyclopedia.com/english?compliant)
complicate,['kɔmplikeit],v.,使某事复杂化,[complicate](http://www.wordcyclopedia.com/english?complicate)
compliment,['kɔmplimənt],n.,恭维，称赞,[compliment](http://www.wordcyclopedia.com/english?compliment)
comply,[kəm'plai],v.,遵循，顺从,[comply](http://www.wordcyclopedia.com/english?comply)
component,[kəm'pəunənt],n.,成分，零部件,[component](http://www.wordcyclopedia.com/english?component)
compose,[kəm'pəuz],v.,写，创作；组成,[compose](http://www.wordcyclopedia.com/english?compose)
composed,[kəm'pəuzd],a.,镇定的，沉着的,[composed](http://www.wordcyclopedia.com/english?composed)
composer,[kɔm'pəuzə],n.,作曲家,[composer](http://www.wordcyclopedia.com/english?composer)
compost,['kɔmpɔst],n.,混合肥料,[compost](http://www.wordcyclopedia.com/english?compost)
composure,[kəm'pəuʒə],n.,镇静，沉着；自若,[composure](http://www.wordcyclopedia.com/english?composure)
compound,['kɔmpaund],n.,掺和,[compound](http://www.wordcyclopedia.com/english?compound)
comprehend,[ˌkɔmpri'hend],v.,理解；包括,[comprehend](http://www.wordcyclopedia.com/english?comprehend)
comprehensible,[ˌkɔmpri'hensəbl],a.,能充分理解的,[comprehensible](http://www.wordcyclopedia.com/english?comprehensible)
comprehensive,[ˌkɔmpri'hensiv],a.,全面的，综合的,[comprehensive](http://www.wordcyclopedia.com/english?comprehensive)
compress,[kəm'pres],v.,压缩，浓缩,[compress](http://www.wordcyclopedia.com/english?compress)
compromise,['kɔmprəmaiz],v.,妥协，折中；危害,[compromise](http://www.wordcyclopedia.com/english?compromise)
compulsion,[kəm'pʌlʃ(ə)n],n.,强迫；难以抗拒的冲动，欲望,[compulsion](http://www.wordcyclopedia.com/english?compulsion)
compunction,[kəm'pʌŋkʃ(ə)n],n.,懊悔，良心不安,[compunction](http://www.wordcyclopedia.com/english?compunction)
concatenate,[kɔn'kætineit],v.,连结；连锁,[concatenate](http://www.wordcyclopedia.com/english?concatenate)
concave,['kɔn'keiv],a.,凹的,[concave](http://www.wordcyclopedia.com/english?concave)
conceal,[kən'si:l],v.,隐藏，隐瞒,[conceal](http://www.wordcyclopedia.com/english?conceal)
concede,[kən'si:d],v.,承认(为正确)；让步,[concede](http://www.wordcyclopedia.com/english?concede)
conceit,[kən'si:t],n.,自负，自大,[conceit](http://www.wordcyclopedia.com/english?conceit)
conceive,[kən'si:v],v.,想像，构想；怀孕,[conceive](http://www.wordcyclopedia.com/english?conceive)
concentrate,['kɔnsəntreit],v.,集中，浓缩,[concentrate](http://www.wordcyclopedia.com/english?concentrate)
conception,[kən'sepʃən],n.,概念；开始,[conception](http://www.wordcyclopedia.com/english?conception)
concerto,[kən'tʃerto],n.,协奏曲,[concerto](http://www.wordcyclopedia.com/english?concerto)
concession,[kən'seʃən],n.,让步,[concession](http://www.wordcyclopedia.com/english?concession)
conciliate,[kən'silieit],v.,安抚，使和解，调和,[conciliate](http://www.wordcyclopedia.com/english?conciliate)
conciliatory,[kən'siliətəri],a.,抚慰的，调和的,[conciliatory](http://www.wordcyclopedia.com/english?conciliatory)
concise,[kən'sais],a.,简洁的,[concise](http://www.wordcyclopedia.com/english?concise)
conclave,['kɔŋkleiv],n.,秘密会议,[conclave](http://www.wordcyclopedia.com/english?conclave)
conclusive,[kən'klu:siv],a.,最后的，结论的；确凿的，消除怀疑的,[conclusive](http://www.wordcyclopedia.com/english?conclusive)
concomitant,[kən'kɔmitənt],a.,伴随而来的,[concomitant](http://www.wordcyclopedia.com/english?concomitant)
concord,['kɔŋkɔ:d],n.,和睦；公约,[concord](http://www.wordcyclopedia.com/english?concord)
concrete,['kɔnkri:t],a.,混凝土,[concrete](http://www.wordcyclopedia.com/english?concrete)
concur,[kən'kə:],v.,意见相同，一致,[concur](http://www.wordcyclopedia.com/english?concur)
concussion,[kən'kʌʃən],n.,脑震荡；强烈震动,[concussion](http://www.wordcyclopedia.com/english?concussion)
condemn,[kən'dem],v.,极力谴责；判刑,[condemn](http://www.wordcyclopedia.com/english?condemn)
condense,[kən'dens],v.,浓缩,[condense](http://www.wordcyclopedia.com/english?condense)
condescend,[kɔndi'send],v.,屈尊，俯就,[condescend](http://www.wordcyclopedia.com/english?condescend)
condescending,[kɔndi'sendiŋ],a.,谦逊的，故意屈尊的,[condescending](http://www.wordcyclopedia.com/english?condescending)
condone,[kən'dəun],v.,宽恕，原谅,[condone](http://www.wordcyclopedia.com/english?condone)
conducive,[kən'dju:siv],a.,有助于„的,[conducive](http://www.wordcyclopedia.com/english?conducive)
conduct,['kɔndʌktˌ kən'dʌkt],n.,领导，引导,[conduct](http://www.wordcyclopedia.com/english?conduct)
conduit,['kɔndit],n.,渠道，引水道；水管,[conduit](http://www.wordcyclopedia.com/english?conduit)
cone,[kəun],n.,松果；圆锥体,[cone](http://www.wordcyclopedia.com/english?cone)
confection,[kən'fekʃən],n.,甜食，糖果,[confection](http://www.wordcyclopedia.com/english?confection)
confederacy,[kən'fedərəsi],n.,联盟或同盟,[confederacy](http://www.wordcyclopedia.com/english?confederacy)
confer,[kən'fə:],v.,讨论，商谈；赠予,[confer](http://www.wordcyclopedia.com/english?confer)
conference,['kɔnfərəns],n.,讨论会，协商会,[conference](http://www.wordcyclopedia.com/english?conference)
confess,[kən'fes],v.,承认，供认,[confess](http://www.wordcyclopedia.com/english?confess)
confide,[kən'faid],v.,（信赖的）倾诉,[confide](http://www.wordcyclopedia.com/english?confide)
confidence,['kɔnfidəns],n.,信任，自信，信心,[confidence](http://www.wordcyclopedia.com/english?confidence)
confidential,[kɔnfi'denʃəl],a.,机密的,[confidential](http://www.wordcyclopedia.com/english?confidential)
configuration,[kənˌfiɡju'reiʃən],n.,结构，配置；轮廓,[configuration](http://www.wordcyclopedia.com/english?configuration)
confine,['kɔnfain],v.,限制，禁闭,[confine](http://www.wordcyclopedia.com/english?confine)
confirm,[kən'fə:m],v.,证实，证明,[confirm](http://www.wordcyclopedia.com/english?confirm)
confiscate,['kɔnfiskeit],v.,没收；充公,[confiscate](http://www.wordcyclopedia.com/english?confiscate)
conflagration,[ˌkɔnflə'ɡreiʃən],n.,建筑物或森林大火,[conflagration](http://www.wordcyclopedia.com/english?conflagration)
conflate,[kən'fleit],v.,合并,[conflate](http://www.wordcyclopedia.com/english?conflate)
conflict,['kɔnfliktˌ kən'flikt],v.,斗争，战斗；冲突，抵触,[conflict](http://www.wordcyclopedia.com/english?conflict)
conform,[kən'fɔ:m],v.,符合或遵守公认的规则,[conform](http://www.wordcyclopedia.com/english?conform)
conformist,[kɔn'fɔ:mist],n.,尊奉者，英国国教徒,[conformist](http://www.wordcyclopedia.com/english?conformist)
conformity,[kən'fɔ:miti],n.,一致，遵从；顺从,[conformity](http://www.wordcyclopedia.com/english?conformity)
confound,[kən'faund],v.,使迷惑，搞混,[confound](http://www.wordcyclopedia.com/english?confound)
confront,[kən'frʌnt],v.,面临；对抗,[confront](http://www.wordcyclopedia.com/english?confront)
congeal,[kən'dʒi:l],v.,冻结，凝固,[congeal](http://www.wordcyclopedia.com/english?congeal)
congenial,[kən'dʒi:njəl],a.,意气相投的；性情好的,[congenial](http://www.wordcyclopedia.com/english?congenial)
congest,[kən'dʒest],v.,使拥挤；充血,[congest](http://www.wordcyclopedia.com/english?congest)
conglomerate,[kɔn'ɡlɔmərit],v.,集聚成团,[conglomerate](http://www.wordcyclopedia.com/english?conglomerate)
congregate,['kɔŋɡriɡeit],v.,聚集，集合,[congregate](http://www.wordcyclopedia.com/english?congregate)
congruent,['kɔŋɡruənt],a.,(形状大小)全等的，一致的,[congruent](http://www.wordcyclopedia.com/english?congruent)
congruous,['kɔŋɡruəs],a.,一致的，符合的；[数]全等的,[congruous](http://www.wordcyclopedia.com/english?congruous)
conifer,['kəunifə],n.,针叶树,[conifer](http://www.wordcyclopedia.com/english?conifer)
conjecture,[kən'dʒektʃə],v.,推测，臆测,[conjecture](http://www.wordcyclopedia.com/english?conjecture)
conjoin,[kən'dʒɔin],v.,使结合,[conjoin](http://www.wordcyclopedia.com/english?conjoin)
conjunction,[kən'dʒʌŋkʃən],n.,联合；连词,[conjunction](http://www.wordcyclopedia.com/english?conjunction)
conjure,['kʌndʒə],v.,恳求，祈求；变魔术，变戏法,[conjure](http://www.wordcyclopedia.com/english?conjure)
connive,[kə'naiv],v.,默许；纵容(错误)；共谋(阴谋),[connive](http://www.wordcyclopedia.com/english?connive)
connoisseur,[ˌkɔni'sə:],n.,鉴赏家，行家,[connoisseur](http://www.wordcyclopedia.com/english?connoisseur)
connotation,[ˌkɔnəu'teiʃən],n.,言外之意，含蓄义,[connotation](http://www.wordcyclopedia.com/english?connotation)
conquer,['kɔŋkə],v.,以武力征服,[conquer](http://www.wordcyclopedia.com/english?conquer)
conquest,['kɔŋkwest],n.,征服；战利品,[conquest](http://www.wordcyclopedia.com/english?conquest)
conscience,['kɔnʃəns],n.,良心，是非感,[conscience](http://www.wordcyclopedia.com/english?conscience)
conscientious,[ˌkɔnʃi'enʃəs],a.,小心尽责的；小心谨慎的,[conscientious](http://www.wordcyclopedia.com/english?conscientious)
conscript,['kɔnskript],v.,强行征兵，征召,[conscript](http://www.wordcyclopedia.com/english?conscript)
consensus,[kən'sensəs],n.,意见一致,[consensus](http://www.wordcyclopedia.com/english?consensus)
consent,[kən'sent],v.,同意，允许,[consent](http://www.wordcyclopedia.com/english?consent)
consequence,['kɔnsikwəns],n.,结果；重要性；价值,[consequence](http://www.wordcyclopedia.com/english?consequence)
consequential,[ˌkɔnsi'kwenʃəl],a.,傲慢的，自以为是的,[consequential](http://www.wordcyclopedia.com/english?consequential)
conservative,[kən'sə:vətiv],a.,保守的，守旧的,[conservative](http://www.wordcyclopedia.com/english?conservative)
conservatory,[kən'sə:vətri],n.,温室；音乐、艺术学院,[conservatory](http://www.wordcyclopedia.com/english?conservatory)
conserve,[kən'sə:v],v.,保全，保存,[conserve](http://www.wordcyclopedia.com/english?conserve)
considerable,[kən'sidərəbl],a.,相当多的；值得考虑的,[considerable](http://www.wordcyclopedia.com/english?considerable)
consign,[kən'sain],v.,托运；托人看管,[consign](http://www.wordcyclopedia.com/english?consign)
consistency,[kən'sistənsi],n.,一致性；坚实度，可靠性；不矛盾,[consistency](http://www.wordcyclopedia.com/english?consistency)
consistent,[kən'sistənt],a.,前后一致的,[consistent](http://www.wordcyclopedia.com/english?consistent)
console,[kən'səul],v.,安慰，抚慰,[console](http://www.wordcyclopedia.com/english?console)
consolidate,[kən'sɔlideit],v.,巩固；(使)坚强；合并,[consolidate](http://www.wordcyclopedia.com/english?consolidate)
consolidation,[kənˌsɔli'deiʃən],n.,合并，巩固,[consolidation](http://www.wordcyclopedia.com/english?consolidation)
consonant,['kɔnsənənt],a.,调和的，一致的,[consonant](http://www.wordcyclopedia.com/english?consonant)
conspicuous,[kən'spikjuəs],a.,显著的，显而易见的,[conspicuous](http://www.wordcyclopedia.com/english?conspicuous)
conspiracy,[kən'spirəsi],n.,共谋，阴谋,[conspiracy](http://www.wordcyclopedia.com/english?conspiracy)
conspire,[kən'spaiə],v.,阴谋，共谋,[conspire](http://www.wordcyclopedia.com/english?conspire)
constant,['kɔnstənt],a.,常数,[constant](http://www.wordcyclopedia.com/english?constant)
constellation,[kɔnstə'leiʃən],n.,星座，星群；一群杰出人物,[constellation](http://www.wordcyclopedia.com/english?constellation)
consternation,[ˌkɔnstə(:)'neiʃən],n.,大为吃惊，惊骇,[consternation](http://www.wordcyclopedia.com/english?consternation)
constituent,[kən'stitjuənt],n.,成分；选区内的选民,[constituent](http://www.wordcyclopedia.com/english?constituent)
constitute,['kɔnstitju:t],v.,组成，构成；建立,[constitute](http://www.wordcyclopedia.com/english?constitute)
constitution,[ˌkɔnsti'tju:ʃən],n.,宪法；人的体质,[constitution](http://www.wordcyclopedia.com/english?constitution)
constitutional,[ˌkɔnsti'tju:ʃənəl],a.,章程的，法规的；素质上的，本质的,[constitutional](http://www.wordcyclopedia.com/english?constitutional)
constrain,[kən'strein],v.,束缚，强迫；限制,[constrain](http://www.wordcyclopedia.com/english?constrain)
constrained,[kən'streind],a.,束缚的，节制的,[constrained](http://www.wordcyclopedia.com/english?constrained)
constraint,[kən'streint],n.,强制，强迫；对感情的压抑,[constraint](http://www.wordcyclopedia.com/english?constraint)
constrict,[kən'strikt],v.,压缩，收缩,[constrict](http://www.wordcyclopedia.com/english?constrict)
construct,[kən'strʌkt],v.,建筑，构成,[construct](http://www.wordcyclopedia.com/english?construct)
construe,[kən'stru:],v.,解释；口头翻译,[construe](http://www.wordcyclopedia.com/english?construe)
consul,['kɔnsəl],n.,领事,[consul](http://www.wordcyclopedia.com/english?consul)
consummate,[kən'sʌmit；'kɑnsəmet],a.,完成,[consummate](http://www.wordcyclopedia.com/english?consummate)
contact,['kɔntækt],n.,接触；互通信息,[contact](http://www.wordcyclopedia.com/english?contact)
contagious,[kən'teidʒəs],a.,(病)易传染的；（人、精神）有感染力的,[contagious](http://www.wordcyclopedia.com/english?contagious)
contain,[kən'tein],v.,包含，含有；控制；阻止，遏制,[contain](http://www.wordcyclopedia.com/english?contain)
containment,[kən'teinmənt],n.,阻止，遏制,[containment](http://www.wordcyclopedia.com/english?containment)
contaminate,[kən'tæmineit],v.,使„受污染(环境，思想),[contaminate](http://www.wordcyclopedia.com/english?contaminate)
contemplate,['kɔntempleit],v.,深思,[contemplate](http://www.wordcyclopedia.com/english?contemplate)
contempt,[kən'tempt],n.,轻视，鄙视,[contempt](http://www.wordcyclopedia.com/english?contempt)
contemptible,[kən'temptəbl],a.,令人轻视的,[contemptible](http://www.wordcyclopedia.com/english?contemptible)
contemptuous,[kən'temptjuəs],a.,表示轻蔑的,[contemptuous](http://www.wordcyclopedia.com/english?contemptuous)
contend,[kən'tend],v.,与对手竞争；据理力争,[contend](http://www.wordcyclopedia.com/english?contend)
content,[kən'tent],a.,内容；满意,[content](http://www.wordcyclopedia.com/english?content)
contented,[kən'tentid],a.,心满意足的,[contented](http://www.wordcyclopedia.com/english?contented)
contention,[kən'tenʃən],n.,争论；论点,[contention](http://www.wordcyclopedia.com/english?contention)
contentious,[kən'tenʃəs],a.,好辩的，善争吵的,[contentious](http://www.wordcyclopedia.com/english?contentious)
contest,[kən'test],v.,竞争；对„表示质疑，对„提出异议,[contest](http://www.wordcyclopedia.com/english?contest)
context,['kɔntekst],n.,(语句等的)上下文,[context](http://www.wordcyclopedia.com/english?context)
contiguous,[kən'tiɡjuəs],a.,接壤的，接近的,[contiguous](http://www.wordcyclopedia.com/english?contiguous)
continent,['kɔntinənt],a.,大陆,[continent](http://www.wordcyclopedia.com/english?continent)
contingent,[kən'tindʒənt],a.,意外的；视情况或条件而定的,[contingent](http://www.wordcyclopedia.com/english?contingent)
continuation,[kənˌtinju'eiʃən],n.,继续，延续,[continuation](http://www.wordcyclopedia.com/english?continuation)
contort,[kən'tɔ:t],v.,(使)扭曲；曲解,[contort](http://www.wordcyclopedia.com/english?contort)
contraband,['kɔntrəˌbænd],n.,违禁品，走私货,[contraband](http://www.wordcyclopedia.com/english?contraband)
contract,['kɔntræktˌ kən'trækt],n.,订合同；收缩,[contract](http://www.wordcyclopedia.com/english?contract)
contradict,[kɔntrə'dikt],v.,反驳，驳斥；与„矛盾，与„相抵触,[contradict](http://www.wordcyclopedia.com/english?contradict)
contradictory,[ˌkɔntrə'diktəri],a.,反驳的，反对的，抗辩的；矛盾的,[contradictory](http://www.wordcyclopedia.com/english?contradictory)
contrast,['kɔntræst],v.,对比,[contrast](http://www.wordcyclopedia.com/english?contrast)
contravene,[ˌkɔntrə'vi:n],v.,违背(法规，习俗等),[contravene](http://www.wordcyclopedia.com/english?contravene)
contrite,['kɔntrait],a.,悔罪的，痛悔的,[contrite](http://www.wordcyclopedia.com/english?contrite)
contrition,[kən'triʃ(ə)n],n.,悔罪，痛悔,[contrition](http://www.wordcyclopedia.com/english?contrition)
contrive,[kən'traiv],v.,计划，设计,[contrive](http://www.wordcyclopedia.com/english?contrive)
contrived,[kən'traivd],a.,不自然的，做作的,[contrived](http://www.wordcyclopedia.com/english?contrived)
control,[kən'trəul],n.,实验对照组,[control](http://www.wordcyclopedia.com/english?control)
controversial,[ˌkɔntrə'və:ʃəl],a.,引起或可能引起争论的,[controversial](http://www.wordcyclopedia.com/english?controversial)
controvert,['kɔntrəˌvə:t],v.,反驳，驳斥,[controvert](http://www.wordcyclopedia.com/english?controvert)
contumacious,[ˌkɔntju:'meiʃəs],a.,（无理）违抗的，不服从的,[contumacious](http://www.wordcyclopedia.com/english?contumacious)
conundrum,[kə'nʌndrəm],n.,(答案有双关意义的)谜语；难题,[conundrum](http://www.wordcyclopedia.com/english?conundrum)
convalesce,[ˌkɔnvə'les],v.,(病)康复，复原,[convalesce](http://www.wordcyclopedia.com/english?convalesce)
convalescent,[ˌkɔnvə'lesnt],a.,康复中的(病人),[convalescent](http://www.wordcyclopedia.com/english?convalescent)
convenience,[kən'vi:njəns],n.,便利，有益；方便(的用具，机械等),[convenience](http://www.wordcyclopedia.com/english?convenience)
conventional,[kən'venʃənl],a.,因循守旧的，传统的,[conventional](http://www.wordcyclopedia.com/english?conventional)
converge,[kən'və:dʒ],v.,会聚，集中于一点,[converge](http://www.wordcyclopedia.com/english?converge)
convergent,[kən'və:dʒənt],a.,会聚的,[convergent](http://www.wordcyclopedia.com/english?convergent)
conversant,[kən'və:sənt],a.,精通的，熟知的,[conversant](http://www.wordcyclopedia.com/english?conversant)
converse,[kən'və:s],v.,相反的事物,[converse](http://www.wordcyclopedia.com/english?converse)
convert,[kən'və:tˌ 'kɔnvə:t],v.,改变信仰的人,[convert](http://www.wordcyclopedia.com/english?convert)
convertible,[kən'və:təbl],a.,敞篷车,[convertible](http://www.wordcyclopedia.com/english?convertible)
convex,[kɔn'veks],a.,凸出的,[convex](http://www.wordcyclopedia.com/english?convex)
convey,[kən'vei],v.,运载，运送；表达,[convey](http://www.wordcyclopedia.com/english?convey)
convict,[kən'viktˌ'kɔnvikt],v.,罪犯,[convict](http://www.wordcyclopedia.com/english?convict)
conviction,[kən'vikʃən],n.,判罪；坚信,[conviction](http://www.wordcyclopedia.com/english?conviction)
convince,[kən'vins],v.,使某人确信；说服,[convince](http://www.wordcyclopedia.com/english?convince)
convivial,[kən'viviəl],a.,欢乐的，狂欢的,[convivial](http://www.wordcyclopedia.com/english?convivial)
conviviality,[kənˌvivi'æliti],n.,欢乐；爱交际的性格,[conviviality](http://www.wordcyclopedia.com/english?conviviality)
convoke,[kən'vəuk],v.,召集,[convoke](http://www.wordcyclopedia.com/english?convoke)
convoluted,['kɔnvəlju:tid],a.,盘绕的；复杂的、费解的,[convoluted](http://www.wordcyclopedia.com/english?convoluted)
convulse,[kən'vʌls],v.,使震动，震惊,[convulse](http://www.wordcyclopedia.com/english?convulse)
convulsion,[kən'vʌlʃən],n.,骚动；痉挛,[convulsion](http://www.wordcyclopedia.com/english?convulsion)
coop,[ku:p],n.,(鸡)笼，栏,[coop](http://www.wordcyclopedia.com/english?coop)
cooperate,[kəu'ɔpəreit],v.,与他人合作,[cooperate](http://www.wordcyclopedia.com/english?cooperate)
cooperative,[kəu'ɔpərətiv],a.,联营的，合作的；愿意协助的,[cooperative](http://www.wordcyclopedia.com/english?cooperative)
coordinate,[kəu'ɔ:dinit],n.,同等的,[coordinate](http://www.wordcyclopedia.com/english?coordinate)
copious,['kəupjəs],a.,丰富的，多产的,[copious](http://www.wordcyclopedia.com/english?copious)
cord,[kɔ:d],n.,立方米)；绳索,[cord](http://www.wordcyclopedia.com/english?cord)
core,[kɔ:],n.,去掉某物的中心部分,[core](http://www.wordcyclopedia.com/english?core)
cornucopia,[ˌkɔ:nju'kəupjə],n.,象征丰收的羊角(羊角装饰器内装满花、果、谷物等以示富饶),[cornucopia](http://www.wordcyclopedia.com/english?cornucopia)
coronation,[kɔrə'neiʃ(ə)n],n.,加冕,[coronation](http://www.wordcyclopedia.com/english?coronation)
corporate,['kɔ:pərit],a.,团体的；共同的,[corporate](http://www.wordcyclopedia.com/english?corporate)
corporeal,[kɔ:'pɔ:riəl],a.,肉体的，身体的；物质的,[corporeal](http://www.wordcyclopedia.com/english?corporeal)
corpuscle,['kɔ:pʌs(ə)l],n.,血球，细胞,[corpuscle](http://www.wordcyclopedia.com/english?corpuscle)
corral,[kɔ'rɑ:l],n.,(牛、马等)畜栏,[corral](http://www.wordcyclopedia.com/english?corral)
correspondent,[ˌkɔris'pɔndənt],a.,记者,[correspondent](http://www.wordcyclopedia.com/english?correspondent)
corroborate,[kə'rɔbəreit],v.,支持或证实；强化,[corroborate](http://www.wordcyclopedia.com/english?corroborate)
corrode,[kə'rəud],v.,腐蚀，侵蚀,[corrode](http://www.wordcyclopedia.com/english?corrode)
corrosive,[kə'rəusiv],a.,腐蚀性的，腐蚀的，蚀坏的,[corrosive](http://www.wordcyclopedia.com/english?corrosive)
corrugate,['kɔruɡeit],v.,(使)起波浪形，起皱纹,[corrugate](http://www.wordcyclopedia.com/english?corrugate)
corrugated,['kɔrəɡeitid],a.,起皱纹的,[corrugated](http://www.wordcyclopedia.com/english?corrugated)
corrupt,[kə'rʌpt],a.,堕落的，腐败的；文体有错误的,[corrupt](http://www.wordcyclopedia.com/english?corrupt)
cosmic,['kɔzmik],a.,宇宙的,[cosmic](http://www.wordcyclopedia.com/english?cosmic)
cosmopolitan,[ˌkɔzmə'pɔlitən],n.,世界主义者，四海为家的人,[cosmopolitan](http://www.wordcyclopedia.com/english?cosmopolitan)
cosmopolitanism,[ˌkɔzmə'pɔlitənizəm],n.,世界性，世界主义,[cosmopolitanism](http://www.wordcyclopedia.com/english?cosmopolitanism)
cosmos,['kɔzmɔs],n.,宇宙,[cosmos](http://www.wordcyclopedia.com/english?cosmos)
cosset,['kɔsit],v.,宠爱，溺爱,[cosset](http://www.wordcyclopedia.com/english?cosset)
costume,['kɔstju:m],n.,服装；剧装,[costume](http://www.wordcyclopedia.com/english?costume)
coterie,['kəutəri],n.,(有共同兴趣的)小团体,[coterie](http://www.wordcyclopedia.com/english?coterie)
coterminous,[kəu'tə:minəs],a.,毗连的，有共同边界的,[coterminous](http://www.wordcyclopedia.com/english?coterminous)
cougar,[couɡar],n.,美洲豹,[cougar](http://www.wordcyclopedia.com/english?cougar)
countenance,['kauntinəns],v.,面部表情，面貌,[countenance](http://www.wordcyclopedia.com/english?countenance)
counteract,[ˌkauntə'rækt],v.,消除，抵消,[counteract](http://www.wordcyclopedia.com/english?counteract)
counterbalance,[ˌkauntə'bæləns],v.,起平衡作用,[counterbalance](http://www.wordcyclopedia.com/english?counterbalance)
counterfeit,['kauntəfit],v.,伪造，仿造,[counterfeit](http://www.wordcyclopedia.com/english?counterfeit)
countermand,[ˌkauntə'mɑ:nd],v.,撤回(命令)，取消(订货),[countermand](http://www.wordcyclopedia.com/english?countermand)
